label,text
2,碧尚男爵喝起来是什么样的？
2,塔特红酒的口感描述是怎样的？
2,爱士图尔的口感能形容一下吗？
2,梦玫瑰的口感有什么特别的吗？
2,达尔图酒庄的酒味道如何？
2,贝尔优酒庄喝起来是什么感觉？
2,柏菲酒庄的口感偏甜吗？
2,靓茨伯酒庄的口感如何？
2,鲁臣世家的味道如何？
2,宝嘉龙喝起来是什么样的？
2,都夏美隆的口感描述是怎样的？
2,塔尔博的味道如何？
2,白马庄的口感偏浓吗？
2,姬斯库酒庄的口感是什么样的？
2,坎特纳克的味道偏浓郁吗？
2,拉格朗酒庄的口感如何？
2,拉萨尔酒庄喝起来有什么感觉？
2,拉菲红酒的口感怎么样？
2,玛歌红酒是什么味道？
2,罗曼尼康帝的口感如何？
2,柏图斯的味道是怎样的？
2,作品一号的口感描述一下。
2,木桐红酒喝起来偏甜吗？
2,尖叫鹰的味道如何？
2,伊甘酒庄的口感有什么特别之处？
2,奔富葛兰许的口感如何？
2,西施佳雅的味道偏甜吗？
2,天娜红酒喝起来是什么感觉？
2,贝加西利亚的口感是什么样的？
2,嘉雅巴巴莱斯科的味道如何？
2,侯伯王红酒的口感描述一下。
2,拉图红酒的味道浓郁吗？
2,乐王吉的口感如何？
2,阿玛维雅的口感描述是怎样的？
2,菲尔普斯传世珍酿的味道如何？
2,伊瑟尔酒园喝起来是什么感觉？
2,碧尚男爵的口感偏酸吗？
2,塔特红酒的味道如何？
2,爱士图尔的口感是什么样的？
2,梦玫瑰的味道有什么特别吗？
2,达尔图酒庄的口感描述一下。
2,贝尔优酒庄的味道偏酸吗？
2,柏菲酒庄的口感如何？
2,靓茨伯酒庄喝起来是什么味道？
2,鲁臣世家的口感有什么特别的吗？
3,这瓶拉菲红酒是哪一年的？
3,玛歌红酒的年份是多少？
3,罗曼尼康帝是哪一年出产的？
3,柏图斯的生产年份是哪个？
3,作品一号是哪一年的酒？
3,木桐红酒是哪一年的？
3,尖叫鹰的年份是多少？
3,伊甘酒庄的这款酒是哪一年生产的？
3,奔富葛兰许是哪一年的酒？
3,西施佳雅的年份是什么时候？
3,天娜红酒是哪一年的？
3,贝加西利亚的年份是多少？
3,嘉雅巴巴莱斯科是哪一年产的？
3,侯伯王红酒是哪一年出产的？
3,拉图红酒的年份是哪个？
3,乐王吉的生产年份是多少？
3,阿玛维雅是哪一年的？
3,菲尔普斯传世珍酿的年份是什么？
3,伊瑟尔酒园的酒是哪一年的？
3,碧尚男爵是哪一年的酒？
3,塔特红酒的年份是哪个？
3,爱士图尔是哪一年的？
3,梦玫瑰的年份是多少？
3,达尔图酒庄的这款酒是哪一年产的？
3,贝尔优酒庄的年份是多少？
3,柏菲酒庄的酒是哪一年产的？
3,靓茨伯酒庄的年份是什么时候？
3,鲁臣世家的年份是多少？
3,宝嘉龙是哪一年出产的？
3,都夏美隆的年份是哪个？
3,塔尔博是哪一年的酒？
3,白马庄的年份是多少？
3,姬斯库酒庄的酒是哪一年产的？
3,坎特纳克的年份是多少？
3,拉格朗酒庄的这款酒是哪一年出产的？
3,拉萨尔酒庄的年份是多少？
3,请问拉菲红酒的年份是多少？
3,玛歌红酒是哪一年的？
3,罗曼尼康帝的年份是多少？
3,柏图斯是哪一年产的？
3,作品一号的生产年份是哪个？
3,木桐红酒的年份是多少？
3,尖叫鹰是哪一年的酒？
3,伊甘酒庄的年份是哪个？
3,奔富葛兰许是哪一年产的？
3,西施佳雅是哪一年生产的？
3,天娜红酒是哪一年的？
3,贝加西利亚的年份是哪个？
3,嘉雅巴巴莱斯科是哪一年产的？
3,侯伯王红酒的年份是多少？
3,拉图红酒是哪一年出产的？
3,乐王吉是哪一年的酒？
3,阿玛维雅的年份是多少？
3,菲尔普斯传世珍酿是哪一年生产的？
3,伊瑟尔酒园是哪一年产的？
3,碧尚男爵的生产年份是多少？
3,塔特红酒是哪一年产的？
3,爱士图尔的年份是哪个？
3,梦玫瑰的生产年份是多少？
3,达尔图酒庄是哪一年出产的？
3,贝尔优酒庄是哪一年产的？
3,柏菲酒庄的年份是多少？
3,靓茨伯酒庄是哪一年产的？
3,鲁臣世家的年份是哪个？
3,宝嘉龙是哪一年出产的？
3,都夏美隆的年份是多少？
3,塔尔博的年份是哪一年？
3,白马庄是哪一年的？
3,姬斯库酒庄的年份是多少？
3,坎特纳克是哪一年产的？
3,拉格朗酒庄的生产年份是多少？
3,拉萨尔酒庄是哪一年出产的？
3,这瓶拉菲红酒是哪一年的？
3,玛歌红酒的生产年份是哪个？
3,罗曼尼康帝是哪一年产的？
3,柏图斯的年份是哪个？
3,作品一号是哪一年生产的？
3,木桐红酒的年份是多少？
3,尖叫鹰是哪一年产的？
3,伊甘酒庄的生产年份是多少？
3,奔富葛兰许是哪一年的酒？
3,西施佳雅的年份是哪个？
3,天娜红酒是哪一年出产的？
3,贝加西利亚是哪一年的？
3,嘉雅巴巴莱斯科的年份是多少？
3,侯伯王红酒是哪一年产的？
3,拉图红酒的生产年份是多少？
3,乐王吉是哪一年出产的？
3,阿玛维雅是哪一年产的？
3,菲尔普斯传世珍酿的年份是哪个？
3,伊瑟尔酒园是哪一年生产的？
3,碧尚男爵的年份是多少？
3,塔特红酒是哪一年产的？
3,爱士图尔的年份是多少？
3,梦玫瑰的生产年份是哪个？
3,达尔图酒庄是哪一年产的？
3,贝尔优酒庄的年份是多少？
3,柏菲酒庄是哪一年出产的？
3,靓茨伯酒庄的年份是哪个？
3,鲁臣世家的年份是多少？
